person_id	person_label	name_alt	birth_year	death_year	death_type	roles	city_of_origin_id	apostolic_connection	description	wikipedia_url	citations	notes
philologus	Philologus				unknown	disciple		Greeted by Paul (Rom 16:15).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Philologus	https://biblehub.com/romans/16-15.htm;https://en.wikipedia.org/wiki/Special:Search?search=Philologus	Rom 16:15.
phlegon	Phlegon				unknown	disciple		Greeted by Paul (Rom 16:14).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Phlegon	https://biblehub.com/romans/16-14.htm;https://en.wikipedia.org/wiki/Special:Search?search=Phlegon	Rom 16:14.
phoebe	Phoebe				unknown	deacon;patron		Commended by Paul to Rome (Rom 16:1–2).	Commended in Romans as a servant/deacon and benefactor of many.	https://en.wikipedia.org/wiki/Special:Search?search=Phoebe%20%28biblical%20figure%29	https://biblehub.com/romans/16-1.htm;https://en.wikipedia.org/wiki/Special:Search?search=Phoebe%20%28biblical%20figure%29	Rom 16:1–2.
pius-i	Pius I			155	natural	bishop	rome-rome		Pope (c.142–155); brother of Hermas according to the Muratorian Fragment; during his pontificate Valentinus and Marcion were active in Rome.	https://en.wikipedia.org/wiki/Pope_Pius_I	Muratorian Fragment; Eusebius, Eccl. Hist. 4.11	
pliny-the-younger	Pliny the Younger	Gaius Caecilius Secundus	61	113	natural	official;author	comum-near-milan		Roman senator and author; as governor of Bithynia-Pontus (c.111–113) wrote to Trajan about Christians (Epistle 10.96–97); his letter is the most important pagan source for early Christian worship and persecution.	https://en.wikipedia.org/wiki/Pliny_the_Younger	Epistles 10.96–97	
polycarp-of-smyrna	Polycarp of Smyrna	Saint Polycarp	69	155	martyrdom	bishop;author;martyr	smyrna-izmir	Disciple of John the Apostle; bridge to apostolic generation.	Bishop of Smyrna (c.107-155); disciple of the Apostle John; wrote Letter to the Philippians; martyred at an advanced age by fire and sword under Marcus Aurelius.	https://en.wikipedia.org/wiki/Polycarp	Irenaeus Against Heresies 3.3; Martyrdom of Polycarp; Eusebius Ecclesiastical History 4.14	
polycrates-of-ephesus	Polycrates of Ephesus		130	196	natural	bishop	ephesus-selcuk-area		Bishop of Ephesus (c.189); leading figure in the Quartodeciman controversy; wrote to Pope Victor I defending the Asian Passover tradition; claimed descent from a family of seven bishops.	https://en.wikipedia.org/wiki/Polycrates_of_Ephesus	Eusebius, Eccl. Hist. 5.24	
pontian	Pontian			235	martyrdom	bishop	rome-rome		Pope (230–235); exiled to Sardinian mines by Maximinus Thrax; abdicated (first known papal resignation); died in exile; body recovered by Fabian.	https://en.wikipedia.org/wiki/Pope_Pontian	Liber Pontificalis; Eusebius, Eccl. Hist. 6.29	
pothinus	Pothinus		87	177	martyrdom	bishop;martyr	lugdunum-lyon		First bishop of Lyon; died in prison during the persecution of 177 at the age of 90; his story is told in the Letter of the Churches of Lyon and Vienne.	https://en.wikipedia.org/wiki/Pothinus	Eusebius, Eccl. Hist. 5.1	
primus	Primus				natural	bishop	alexandria-alexandria		Bishop of Alexandria (c.98–109) in the Eusebian succession list.		Eusebius, Eccl. Hist. 3.21	
priscilla	Priscilla	Prisca			unknown	missionary;teacher		Coworker of Paul with Aquila; instructed Apollos.	Early Christian teacher and coworker of Paul; often paired with Aquila.	https://en.wikipedia.org/wiki/Priscilla_and_Aquila	https://en.wikipedia.org/wiki/Priscilla_and_Aquila;https://biblehub.com/acts/18-26.htm	Acts 18:26; Rom 16:3.
privatus	Privatus				unknown	bishop	carthage-carthage		Bishop of Lambaesis; excommunicated at a Numidian council for unspecified crimes; later allied with opponents of Cyprian.		Cyprian, Epistle 36	
probus	Probus		232	282	natural	emperor	sirmium-sremska-mitrovica		Roman emperor (276–282); generally tolerant of Christians; extended the limits of Rhine-Danube frontier defense; killed by his own troops.	https://en.wikipedia.org/wiki/Probus_(emperor)	Historia Augusta	
prochorus	Prochorus				unknown	deacon		One of the Seven deacons (Acts 6:5).	Named among the Seven in Acts 6.	https://en.wikipedia.org/wiki/Special:Search?search=Prochorus	https://biblehub.com/acts/6-5.htm;https://en.wikipedia.org/wiki/Special:Search?search=Prochorus	
publius	Publius				unknown	official	malta-valletta-area		Chief official (protos) of Malta who hosted Paul after the shipwreck (Acts 28:7–8); his father was healed by Paul; later tradition makes him first bishop of Malta.	https://en.wikipedia.org/wiki/Publius_of_Malta	Acts 28:7–8	
pudens	Pudens				unknown	disciple		Mentioned in 2 Tim 4:21.	Named in 2 Timothy among those sending greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Pudens	https://biblehub.com/2_timothy/4-21.htm;https://en.wikipedia.org/wiki/Special:Search?search=Pudens	2 Tim 4:21.
quadratus	Quadratus of Athens		100	150	unknown	apologist;bishop	athens-athens		Earliest known Christian apologist; presented an apology to Emperor Hadrian c.124; a fragment preserved by Eusebius claims eyewitnesses of Jesus' healings and resurrections were still alive in his day.	https://en.wikipedia.org/wiki/Quadratus_of_Athens	Eusebius Ecclesiastical History 4.3	
quartus	Quartus				unknown	disciple		Named in Rom 16:23.	Named in Romans among those sending greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Quartus	https://biblehub.com/romans/16-23.htm;https://en.wikipedia.org/wiki/Special:Search?search=Quartus	Rom 16:23.
restitutus-of-london	Restitutus of London	Restitutus			unknown	bishop	londinium-london		Bishop of London; attended the Council of Arles (314); one of the three attested bishops of Roman Britain.	https://en.wikipedia.org/wiki/Restitutus	Concilium Arelatense 314	
rufus	Rufus				unknown	disciple		Greeted by Paul (Rom 16:13).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Rufus%20%28biblical%20figure%29	https://biblehub.com/romans/16-13.htm;https://en.wikipedia.org/wiki/Special:Search?search=Rufus%20%28biblical%20figure%29	Rom 16:13.
sagaris	Sagaris			166	martyrdom	bishop;martyr	laodicea-denizli-area		Bishop of Laodicea; martyred during the reign of Verus (c.166); cited by Polycrates of Ephesus in the Quartodeciman controversy.	https://en.wikipedia.org/wiki/Sagaris	Eusebius, Eccl. Hist. 4.26	
sanctus-of-vienne	Sanctus of Vienne			177	martyrdom	deacon;martyr	vienne-vienne		Deacon of Vienne; martyred in Lyon 177; described in the Letter of the Churches of Lyon and Vienne as refusing to give his name or city under torture, answering only \\\"I am a Christian.\\\"	https://en.wikipedia.org/wiki/Sanctus_of_Vienne	Eusebius, Eccl. Hist. 5.1	
saturninus	Saturninus	Saturninus of Toulouse		250	martyrdom	bishop;martyr	tolosa-toulouse		First bishop of Toulouse; martyred c.250 by being tied to a bull; venerated at the Basilica of Saint-Sernin; one of the earliest bishops of Gaul.	https://en.wikipedia.org/wiki/Saturnin_of_Toulouse	Passio Saturnini	
secundus	Secundus				unknown	missionary		Travel companion listed in Acts 20:4.	Listed among Paul's companions on part of the third missionary journey.	https://en.wikipedia.org/wiki/Special:Search?search=Secundus	https://biblehub.com/acts/20-4.htm;https://en.wikipedia.org/wiki/Special:Search?search=Secundus	Acts 20:4.
serapion-of-antioch	Serapion of Antioch			211	natural	bishop;theologian;author	antioch-antakya		Bishop of Antioch (c.190–211); wrote against the Gospel of Peter; ordained Palut of Edessa; letters cited by Eusebius.	https://en.wikipedia.org/wiki/Serapion_of_Antioch	Eusebius, Eccl. Hist. 6.12	
sergius-paulus	Sergius Paulus	Sergius Paulus			unknown	official	cyprus-salamis-famagusta-area		Roman proconsul of Cyprus (c.45–48); converted to Christianity after Paul's first missionary journey (Acts 13:7–12); the first named Gentile official to convert in Acts.	https://en.wikipedia.org/wiki/Sergius_Paulus	Acts 13:7–12	
shahdost	Shahdost	Šāhdost; Sadoth		342	martyrdom	bishop;martyr	seleucia-ctesiphon-al-madain		Catholicos of the Church of the East (c.341–342); martyred with 128 companions during Shapur II's Great Persecution; his martyrdom account (Martyrdom of Šāhdost) survives in Syriac.	https://en.wikipedia.org/wiki/Shahdost	Martyrdom of Šāhdost; Chronicle of Seert	
shapur-ii	Shapur II	Shapur II the Great	309	379	natural	king	seleucia-ctesiphon-al-madain		Sasanian Persian king (309–379); launched the Great Persecution of Christians in Persia (c.340–379), killing thousands including multiple catholicoi; motivated partly by tax disputes and Roman-Persian rivalry after Constantine's conversion.	https://en.wikipedia.org/wiki/Shapur_II	Martyrdom of Simeon bar Sabbae; Sozomen, Eccl. Hist. 2.9	
shimun-bar-sabbae	Shimun bar Sabbae	Simeon bar Sabba'e		344	martyrdom	bishop;martyr	seleucia-ctesiphon-al-madain		Catholicos of the Church of the East (c.329–344); martyred with five bishops and 100 clergy on Good Friday 344 under Shapur II; first of the great martyr-catholicoi of the Persian persecution.	https://en.wikipedia.org/wiki/Simeon_bar_Sabba%27e	Martyrdom of Simeon bar Sabba'e	
silas	Silas	Silvanus			unknown	missionary;prophet		Jerusalem leader and missionary companion of Paul (Acts).	Missionary companion of Paul on key journeys recorded in Acts.	https://en.wikipedia.org/wiki/Silas	https://www.britannica.com/biography/Saint-Silas;https://en.wikipedia.org/wiki/Silas;https://biblehub.com/acts/15-22.htm	Acts 15–18.
simeon-bar-cleophas	Simeon bar Cleophas	Simeon of Jerusalem		107	martyrdom	bishop;martyr	jerusalem-jerusalem		Second bishop of Jerusalem; cousin of Jesus according to Hegesippus; martyred under Trajan c.107 at an advanced age; led the Jerusalem community after the flight to Pella.	https://en.wikipedia.org/wiki/Simeon_of_Jerusalem	Eusebius, Eccl. Hist. 3.11; 3.32	
simeon-niger	Simeon called Niger				unknown	prophet;teacher		Prophet/teacher at Antioch (Acts 13:1).	Named among prophets and teachers in the Antioch church at the launch of Paul's mission.	https://en.wikipedia.org/wiki/Special:Search?search=Simeon%20called%20Niger	https://biblehub.com/acts/13-1.htm;https://en.wikipedia.org/wiki/Special:Search?search=Simeon%20called%20Niger	Acts 13:1.
simeon-prophet	Simeon (Luke 2)				unknown	prophet		Witness to infant Jesus (Luke 2:25–35).	Righteous man in Luke who blesses the infant Jesus and prophesies.	https://en.wikipedia.org/wiki/Special:Search?search=Simeon%20%28Gospel%20of%20Luke%29	https://biblehub.com/luke/2-25.htm;https://en.wikipedia.org/wiki/Special:Search?search=Simeon%20%28Gospel%20of%20Luke%29	Luke 2:25–35.
simon-magus	Simon Magus	Simon the Sorcerer			unknown	theologian	samaria-sebastiyah		Samaritan magician who believed and was baptized by Philip (Acts 8); attempted to buy the power of the Spirit from Peter; regarded by the early church as the father of Gnosticism (proto-Gnostic figure); extensive legendary tradition developed.	https://en.wikipedia.org/wiki/Simon_Magus	Acts 8:9–24; Justin Martyr, Apology 1.26; Irenaeus, AH 1.23	
simon-the-tanner	Simon the Tanner				unknown	layperson	joppa-jaffa-tel-aviv-yafo		Tanner in Joppa with whom Peter stayed for many days (Acts 9:43); living by the sea (Acts 10:6); traditional site of his house is a popular pilgrimage destination.		Acts 9:43; 10:6	
simon-the-zealot	Simon the Zealot	Simon the Canaanite			unknown	apostle		One of the Twelve.	Apostle listed among the Twelve.	https://en.wikipedia.org/wiki/Simon_the_Zealot	https://www.britannica.com/biography/Saint-Simon-the-Apostle;https://en.wikipedia.org/wiki/Simon_the_Zealot	
sixtus-i	Sixtus I	Xystus I		125	natural	bishop	rome-rome		Pope (c.115–125) in the Eusebian succession; attested in the Liberian Catalogue.	https://en.wikipedia.org/wiki/Pope_Sixtus_I	Eusebius, Eccl. Hist. 4.4; Liberian Catalogue	
sixtus-ii	Sixtus II	Xystus II		258	martyrdom	bishop;martyr	rome-rome		Pope (257–258); beheaded with four deacons during the Valerian persecution (6 August 258); Cyprian of Carthage was martyred two weeks later; venerated as a major Roman martyr.	https://en.wikipedia.org/wiki/Pope_Sixtus_II	Cyprian, Epistle 80; Eusebius, Eccl. Hist. 7.27	
sopater-of-beroia	Sopater of Beroia	Sopater			unknown	layperson	beroia-veria		Companion of Paul on his final journey from Greece to Jerusalem (Acts 20:4); son of Pyrrhus; may be the same as Sosipater in Romans 16:21.		Acts 20:4	
sosipater	Sosipater				unknown	coworker		Named with Paul’s coworkers (Rom 16:21).	Named in Romans among Paul's companions sending greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Sosipater	https://biblehub.com/romans/16-21.htm;https://en.wikipedia.org/wiki/Special:Search?search=Sosipater	Rom 16:21.
sosthenes	Sosthenes				unknown	coworker;convert		Associated with Corinth and co-sender in 1 Corinthians (1 Cor 1:1).	Named in Acts in Corinth and in 1 Corinthians as associated with Paul.	https://en.wikipedia.org/wiki/Special:Search?search=Sosthenes	https://biblehub.com/1_corinthians/1-1.htm;https://en.wikipedia.org/wiki/Special:Search?search=Sosthenes;https://biblehub.com/acts/18-17.htm	Acts 18:17; 1 Cor 1:1.
soter	Soter			174	natural	bishop	rome-rome		Pope (c.166–174); sent aid to the church at Corinth; letter cited by Dionysius of Corinth; known for care of visiting Christians.	https://en.wikipedia.org/wiki/Pope_Soter	Eusebius, Eccl. Hist. 4.23	
stachys	Stachys				unknown	disciple		Commended by Paul (Rom 16:9).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Stachys	https://biblehub.com/romans/16-9.htm;https://en.wikipedia.org/wiki/Special:Search?search=Stachys	Rom 16:9.
stephanas	Stephanas				unknown	leader;convert		Household mentioned in 1 Cor 1:16 and 16:15–18.	Named in 1 Corinthians; his household is described as early converts and devoted to service.	https://en.wikipedia.org/wiki/Special:Search?search=Stephanas	https://biblehub.com/1_corinthians/16-15.htm;https://en.wikipedia.org/wiki/Special:Search?search=Stephanas	1 Cor 16:15–18.
stephanus	Stephanus	Stephanus of Corinth			unknown	bishop	corinth-ancient-corinth		Bishop of Corinth (c.260?); correspondent; appears in a letter related to the Novatianist controversy; distinct from Pope Stephen I.		Eusebius, Eccl. Hist. 7.5	
stephen-i	Stephen I			257	martyrdom	bishop	rome-rome		Pope (254–257); strong defender of Roman primacy; disputed with Cyprian and Eastern bishops over the validity of heretical baptism; claimed Petrine authority for his position; martyred under Valerian.	https://en.wikipedia.org/wiki/Pope_Stephen_I	Cyprian, Epistles 72–75; Eusebius, Eccl. Hist. 7.2–7	
stephen-protomartyr	Stephen	Saint Stephen			unknown	deacon;martyr		One of the Seven appointed in Jerusalem (Acts 6).	Deacon and first Christian martyr in Acts.	https://en.wikipedia.org/wiki/Saint_Stephen	https://www.britannica.com/biography/Saint-Stephen;https://en.wikipedia.org/wiki/Saint_Stephen;https://biblehub.com/acts/7-59.htm	Acts 6–7.
susanna	Susanna (Luke 8)				unknown	disciple		Named among women who supported Jesus (Luke 8:3).	Disciple named in Luke among women who supported Jesus' ministry.	https://en.wikipedia.org/wiki/Special:Search?search=Susanna%20%28biblical%20figure%29	https://biblehub.com/luke/8-3.htm;https://en.wikipedia.org/wiki/Special:Search?search=Susanna%20%28biblical%20figure%29	Luke 8:3.
sylvester-i	Sylvester I			335	natural	bishop	rome-rome		Pope (314–335); served throughout Constantine's reign; though not present at Nicaea (325), sent legates; medieval legend credited him with baptizing Constantine and receiving the Donation of Constantine (both fictional).	https://en.wikipedia.org/wiki/Pope_Sylvester_I	Eusebius, Life of Constantine; Liber Pontificalis	
synesius-of-cyrene	Synesius of Cyrene		373	414	natural	bishop;theologian;author	cyrene-shahhat		Bishop of Ptolemais (Cyrene) c.410–414; Neoplatonist philosopher who reluctantly accepted episcopal office; author of hymns, letters, and the treatise On Providence; reconciled his Platonic worldview with Christianity.	https://en.wikipedia.org/wiki/Synesius	Synesius, Hymns; Letters; De Providentia	
syntyche	Syntyche				unknown	disciple		Named in Phil 4:2.	Named in Philippians among two women urged to agree in the Lord.	https://en.wikipedia.org/wiki/Special:Search?search=Syntyche	https://biblehub.com/philippians/4-2.htm;https://en.wikipedia.org/wiki/Special:Search?search=Syntyche	Phil 4:2.
tabitha	Dorcas (Tabitha)	Tabitha;Dorcas			unknown	disciple		Disciple in Joppa raised by Peter (Acts 9).	Disciple known for charity; raised from death in Acts 9.	https://en.wikipedia.org/wiki/Dorcas	https://en.wikipedia.org/wiki/Dorcas;https://biblehub.com/acts/9-36.htm	Acts 9:36–42.
tatian	Tatian		120	180	unknown	apologist;theologian;ascetic			Syriac Christian apologist and student of Justin Martyr; wrote Address to the Greeks critiquing paganism; compiled the Diatessaron (gospel harmony) widely used in Syriac Christianity; founded the Encratite movement emphasizing celibacy.	https://en.wikipedia.org/wiki/Tatian	Irenaeus Against Heresies 1.28; Eusebius Ecclesiastical History 4.29	
telesphorus	Telesphorus			136	martyrdom	bishop;martyr	rome-rome		Pope (c.125–136); only 2nd-century pope whose martyrdom is considered historically certain (attested by Irenaeus); introduced the Gloria in Excelsis and Christmas midnight Mass according to tradition.	https://en.wikipedia.org/wiki/Pope_Telesphorus	Irenaeus, Against Heresies 3.3.3; Eusebius, Eccl. Hist. 4.10	
tertius	Tertius				unknown	scribe;disciple		Scribe who wrote Romans (Rom 16:22).	Scribe who wrote the Epistle to the Romans and adds his greeting.	https://en.wikipedia.org/wiki/Special:Search?search=Tertius	https://biblehub.com/romans/16-22.htm;https://en.wikipedia.org/wiki/Special:Search?search=Tertius	Rom 16:22.
tertullian	Tertullian	Quintus Septimius Florens Tertullianus	155	220	unknown	theologian;apologist;author	carthage-carthage		First major Latin Christian theologian; invented much Latin theological vocabulary (Trinity, Person, Substance); later became a Montanist; wrote Apology, Against Marcion, Against Praxeas.	https://en.wikipedia.org/wiki/Tertullian	https://www.britannica.com/biography/Tertullian;https://en.wikipedia.org/wiki/Tertullian	Called the Father of Latin Christianity; exact death circumstances unknown.
thaddaeus	Thaddaeus	Addai; Thaddaeus of Edessa			unknown	apostle;missionary	edessa-sanl-urfa	Direct disciple of Jesus	One of the seventy disciples sent to Edessa according to the Doctrine of Addai; identified with the apostle Thaddaeus (Jude); evangelized Osroene; venerated in the Church of the East.	https://en.wikipedia.org/wiki/Thaddaeus_of_Edessa	Eusebius, Eccl. Hist. 1.13; Doctrine of Addai	
themison	Themison				unknown	theologian	pepuza-near-usak-exact-location-debated		Montanist figure of the late 2nd century; wrote a \\\"Catholic Epistle\\\" imitating the apostolic style; mentioned critically by Apollonius in his work against Montanism.	https://en.wikipedia.org/wiki/Themison_(Montanist)	Eusebius, Eccl. Hist. 5.18	
theoctistus-of-caesarea	Theoctistus of Caesarea				natural	bishop	caesarea-maritima-caesarea		Bishop of Caesarea Maritima (c.230–260); ordained Origen to the presbyterate; supported Origen against Demetrius of Alexandria.	https://en.wikipedia.org/wiki/Theoctistus_of_Caesarea_Maritima	Eusebius, Eccl. Hist. 6.19	
theonas	Theonas			300	natural	bishop	alexandria-alexandria		Bishop of Alexandria (c.282–300); baptized Asclepiades (later a palace official under Diocletian); supervised conversion of imperial household members.	https://en.wikipedia.org/wiki/Theonas_of_Alexandria	Eusebius, Eccl. Hist. 7.32	
theophilus-of-antioch	Theophilus of Antioch		120	185	unknown	bishop;apologist;author	antioch-antakya		Bishop of Antioch (c.169-182); wrote Ad Autolycum, the earliest Christian work to use the word Trinity (triados) in Greek; prominent apologist defending monotheism.	https://en.wikipedia.org/wiki/Theophilus_of_Antioch	Eusebius Ecclesiastical History 4.20; Ad Autolycum	
theotecnus	Theotecnus	Theotecnus of Caesarea			unknown	bishop	caesarea-maritima-caesarea		Bishop of Caesarea Maritima under Maximinus Daia; erected a statue of Zeus to persecute Christians; cited by Eusebius as a persecutor; later executed by Licinius.	https://en.wikipedia.org/wiki/Theotecnus	Eusebius, Eccl. Hist. 9.2–3	
thomas	Thomas	Didymus			unknown	apostle		One of the Twelve.	Apostle remembered in the Gospels; later mission traditions vary.	https://en.wikipedia.org/wiki/Thomas_the_Apostle	https://www.britannica.com/biography/Saint-Thomas;https://en.wikipedia.org/wiki/Thomas_the_Apostle	
timaeus	Timaeus				natural	bishop	antioch-antakya		Bishop of Antioch (c.272–280) in the succession after Paul of Samosata.		Eusebius, Eccl. Hist. 7.32	
timon	Timon				unknown	deacon		One of the Seven deacons (Acts 6:5).	Named among the Seven in Acts 6.	https://en.wikipedia.org/wiki/Special:Search?search=Timon%20%28biblical%20figure%29	https://biblehub.com/acts/6-5.htm;https://en.wikipedia.org/wiki/Special:Search?search=Timon%20%28biblical%20figure%29	
timothy	Timothy				unknown	bishop;missionary	lystra-hatunsaray	Coworker and protégé of Paul; recipient in Pastoral Epistles.	Paul's close coworker; central figure in Pauline mission and later tradition.	https://en.wikipedia.org/wiki/Saint_Timothy	https://www.britannica.com/biography/Saint-Timothy;https://en.wikipedia.org/wiki/Saint_Timothy;https://biblehub.com/acts/16-1.htm	Acts 16:1–3.
titius-justus	Titius Justus	Justus			unknown	convert;host		Hosted Paul near synagogue in Corinth (Acts 18:7).	Worshiper of God in Corinth whose house became a base for Paul's preaching.	https://en.wikipedia.org/wiki/Special:Search?search=Titius%20Justus	https://biblehub.com/acts/18-7.htm;https://en.wikipedia.org/wiki/Special:Search?search=Titius%20Justus	Acts 18:7.
titus	Titus				unknown	bishop;missionary		Coworker of Paul; associated with organizing churches (e.g., Crete).	Pauline coworker connected with mediation and church organization.	https://en.wikipedia.org/wiki/Titus	https://www.britannica.com/biography/Saint-Titus;https://en.wikipedia.org/wiki/Titus;https://biblehub.com/titus/1-5.htm	Titus 1:5.
tobias	Tobias				unknown	layperson	edessa-sanl-urfa		Character in the Abgar legend; carried correspondence between Abgar of Edessa and Jesus according to Eusebius; the historicity of the story is rejected by modern scholarship.		Eusebius, Eccl. Hist. 1.13	
trajan	Trajan	Marcus Ulpius Traianus	53	117	natural	emperor	italica-near-seville		Roman emperor (98–117); received Pliny the Younger's letter about Christians and instructed that they not be sought out but executed if denounced and unrepentant; his rescript established Roman precedent for Christian persecution.	https://en.wikipedia.org/wiki/Trajan	Pliny, Ep. 10.96–97; Cassius Dio, Roman History 68	
trophimus	Trophimus				unknown	missionary		Travel companion mentioned in Acts and 2 Tim 4:20.	Travel companion associated with Ephesus; mentioned in Acts and 2 Timothy.	https://en.wikipedia.org/wiki/Trophimus	https://en.wikipedia.org/wiki/Trophimus;https://biblehub.com/acts/21-29.htm;https://biblehub.com/2_timothy/4-20.htm	Acts 21:29; 2 Tim 4:20.
tryphena	Tryphena				unknown	disciple		Commended by Paul (Rom 16:12).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Tryphena	https://biblehub.com/romans/16-12.htm;https://en.wikipedia.org/wiki/Special:Search?search=Tryphena	Rom 16:12.
tryphosa	Tryphosa				unknown	disciple		Commended by Paul (Rom 16:12).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Tryphosa	https://biblehub.com/romans/16-12.htm;https://en.wikipedia.org/wiki/Special:Search?search=Tryphosa	Rom 16:12.
tychicus	Tychicus				unknown	messenger;missionary		Coworker of Paul (Col 4:7; Eph 6:21).	Courier and coworker mentioned in multiple Pauline letters.	https://en.wikipedia.org/wiki/Tychicus	https://en.wikipedia.org/wiki/Tychicus;https://biblehub.com/colossians/4-7.htm	Col 4:7–8.
tyrannus	Tyrannus				unknown	layperson	ephesus-selcuk-area		Owner of a lecture hall in Ephesus where Paul taught daily for two years (Acts 19:9); possibly a philosopher or sophist.		Acts 19:9	
urban-i	Urban I			230	martyrdom	bishop	rome-rome		Pope (222–230); tradition holds he converted many including Valerian and Tiburtius; the martyrdom account is legendary; his pontificate overlapped with Origen's period of influence.	https://en.wikipedia.org/wiki/Pope_Urban_I	Liber Pontificalis; Eusebius, Eccl. Hist. 6.21	
urbanus	Urbanus				unknown	disciple		Commended by Paul (Rom 16:9).	Named in Romans 16 among Paul's greetings.	https://en.wikipedia.org/wiki/Special:Search?search=Urbanus	https://biblehub.com/romans/16-9.htm;https://en.wikipedia.org/wiki/Special:Search?search=Urbanus	Rom 16:9.
valens	Valens	Valens of Mursa		370	natural	bishop;theologian	sirmium-sremska-mitrovica		Bishop of Mursa (c.343); leading Arian/homoian bishop alongside Ursacius; had great influence over Constantius II; signed multiple anti-Nicene formulas.	https://en.wikipedia.org/wiki/Valens_of_Mursa	Hilary of Poitiers, Against Valens and Ursacius	
valentinus	Valentinus		100	160	unknown	theologian;teacher	alexandria-alexandria		Egyptian-born gnostic teacher who moved to Rome c.136; founded the most influential gnostic school; reportedly almost elected bishop of Rome; authored the Gospel of Truth (possibly).	https://en.wikipedia.org/wiki/Valentinus_gnostic	Irenaeus Against Heresies 1.1-9; Tertullian Against the Valentinians	
valerius-of-caesaraugusta	Valerius of Caesaraugusta	Valerius of Zaragoza			natural	bishop	caesaraugusta-zaragoza		Bishop of Saragossa (Caesaraugusta) in the early 4th century; associated with Vincent of Saragossa who served as his deacon; attended the Council of Elvira (c.306).	https://en.wikipedia.org/wiki/Valerius_of_Saragossa	Prudentius, Peristephanon 4	
vetius-epagathus	Vetius Epagathus			177	martyrdom	layperson;martyr	lugdunum-lyon		Wealthy young Christian of Lyon; martyred 177; volunteered to defend the accused Christians before the governor; described in the Letter of the Churches of Lyon as full of the Holy Spirit.	https://en.wikipedia.org/wiki/Vettius_Epagathus	Eusebius, Eccl. Hist. 5.1	
victor-i	Victor I			199	natural	bishop	rome-rome		Bishop of Rome (189-199); first Latin-speaking pope; attempted to excommunicate Asian churches over the Quartodeciman Easter controversy; first to assert strong Roman episcopal authority.	https://en.wikipedia.org/wiki/Pope_Victor_I	Eusebius Ecclesiastical History 5.23-25; Irenaeus intervening letter	
vincent-of-saragossa	Vincent of Saragossa	Vincent of Saragossa; Vincent the Deacon		304	martyrdom	deacon;martyr	caesaraugusta-zaragoza		Deacon of Saragossa; martyred under Dacian (c.22 January 304) in Valencia; his torture and death described in detail by Prudentius; patron saint of Saragossa, Lisbon, and Valencia.	https://en.wikipedia.org/wiki/Vincent_of_Saragossa	Prudentius, Peristephanon 5; Augustine, Sermo 276	
vitalis	Vitalis				martyrdom	martyr	mediolanum-milan		Martyr of Milan; traditionally identified as a soldier martyred under Nero or Marcus Aurelius; venerated at the Basilica of Santi Vitale e Agricola in Bologna; Acts are late and unreliable.	https://en.wikipedia.org/wiki/Vitalis_and_Agricola	Passio Vitalis	
vologeses	Vologeses				unknown	bishop	edessa-sanl-urfa		Bishop of Edessa (c.180); in the Edessan episcopal succession; active during the period of Bardesanes (Bardaisan).		Chronicle of Edessa	
vrtanes	Vrtanes	Vrtanes I; Vertanes		341	natural	bishop	vagharshapat-vagharshapat-etchmiadzin	Son of Gregory the Illuminator	Catholicos of Armenia (c.333–341); son of Gregory the Illuminator; succeeded his brother Aristakes; expanded Armenian Christianity.	https://en.wikipedia.org/wiki/Vrtanes_I_of_Armenia	Agathangelos, History of the Armenians	
zabdas	Zabdas			283	natural	bishop	jerusalem-jerusalem		Bishop of Jerusalem (c.273–283) in the Jerusalem episcopal succession list preserved by Eusebius.	https://en.wikipedia.org/wiki/Zabdas	Eusebius, Eccl. Hist. 7.32	
zacchaeus	Zacchaeus				unknown	convert		Convert in Luke 19.	Tax collector in Luke who responds to Jesus and practices restitution.	https://en.wikipedia.org/wiki/Zacchaeus	https://en.wikipedia.org/wiki/Zacchaeus;https://biblehub.com/luke/19-2.htm	Luke 19:2–10.
zebinus	Zebinus			240	natural	bishop	antioch-antakya		Bishop of Antioch (c.240–244) in the Antiochene succession; minimal information survives.		Eusebius, Eccl. Hist. 7.32	
zephyrinus	Zephyrinus			217	natural	bishop	rome-rome		Pope (199–217); led the Roman church through the Monarchian controversy; his deacon Callixtus dominated church administration; condemned Sabellius; criticized by Hippolytus as theologically weak.	https://en.wikipedia.org/wiki/Pope_Zephyrinus	Hippolytus, Refutation 9.6; Eusebius, Eccl. Hist. 5.28	
